time_s,lat_deg,lon_deg,alt_m
1779966220.064878,41.1515785510144,-8.700643272922974,57.016951728612185
1779966220.1048307,41.151579693723384,-8.700642762304534,57.00333875417709
1779966220.1449022,41.15158081344232,-8.700642198015181,56.995240156538785
1779966220.1847484,41.15158191890671,-8.700641603488924,56.99089565128088
1779966220.224612,41.15158301898295,-8.700641017205477,56.99072550237179
1779966220.2644925,41.15158411520917,-8.700640443538527,56.99368123430759
1779966220.3043675,41.15158521314019,-8.700639852184741,56.99760046135634
1779966220.3444104,41.151586312922156,-8.70063925068496,57.00276902038604
1779966220.3847053,41.15158740975332,-8.700638660010666,57.01054363604635
1779966220.4248257,41.151588501667085,-8.700638068771543,57.021134733222425
1779966220.4648275,41.15158958747558,-8.700637457239914,57.03250113129616
1779966220.504784,41.151590677232086,-8.700636836747483,57.04433858394623
1779966220.5447009,41.151591770766224,-8.700636236585362,57.05621410347521
1779966220.5845957,41.15159286037781,-8.700635627823448,57.07029472384602
1779966220.6245935,41.15159394790915,-8.700634997189002,57.08439274970442
1779966220.6644428,41.151595043353936,-8.700634374915369,57.09683295246214
1779966220.704322,41.151596142207744,-8.700633765843946,57.110476445406675
1779966220.7447462,41.15159723837898,-8.700633169395875,57.12450794130564
1779966220.784848,41.151598339822364,-8.700632570488862,57.13722606562078
1779966220.8249,41.151599448741024,-8.700631975723997,57.148607255890965
1779966220.8648484,41.15160055892387,-8.700631402190076,57.16031703632325
1779966220.904801,41.151601669050265,-8.70063084478539,57.17279829271138
1779966220.9447465,41.151602781256784,-8.700630297538067,57.18362122680992
1779966220.9845872,41.15160389035604,-8.700629749554881,57.194618156179786
1779966221.0245237,41.15160499721253,-8.700629216291532,57.20567485969514
1779966221.0643928,41.15160610071127,-8.700628708041368,57.21562574058771
1779966221.104298,41.15160720822093,-8.700628194791644,57.22570523712784
1779966221.144717,41.15160831685724,-8.700627685230268,57.23463624622673
1779966221.18486,41.151609431545985,-8.700627187585438,57.24146852269769
1779966221.2249405,41.151610548471034,-8.700626692099222,57.24674000963569
1779966221.264923,41.151611664853796,-8.700626192101295,57.25022623501718
1779966221.304844,41.15161278985049,-8.700625691511807,57.25063130632043
1779966221.344786,41.15161392453112,-8.700625200690999,57.24817959591746
1779966221.384674,41.15161506164945,-8.700624707784643,57.2435560869053
1779966221.4245887,41.15161620371048,-8.700624215934727,57.236491510644555
1779966221.4644794,41.15161735687919,-8.70062373214887,57.22628172673285
1779966221.5043712,41.15161851320366,-8.700623251579424,57.21311606094241
1779966221.5443163,41.151619674143106,-8.70062278391111,57.19909936841577
