time_s,roll_deg,pitch_deg,yaw_deg
1779965538.8531144,-0.3663677182456671,-1.761000354305639,-46.201238709536945
1779965538.8551035,-0.37558233854691003,-1.7781695652034544,-46.20512860801358
1779965538.8570902,-0.3841952937128336,-1.7944621272144023,-46.20893391837799
1779965538.8590772,-0.39364930613999854,-1.8118309399472128,-46.212758884937784
1779965538.861065,-0.4031027717513473,-1.827858075706342,-46.21672932863581
1779965538.8630524,-0.412120960633347,-1.8427327395641702,-46.22044257883434
1779965538.8650403,-0.42125530301499414,-1.858190168296512,-46.22403529186331
1779965538.867028,-0.4304520985197689,-1.8728248629883466,-46.227678254014336
1779965538.8690164,-0.439808981520973,-1.8869895909617425,-46.231335410953584
1779965538.8710053,-0.44853018278519907,-1.9029597430227725,-46.23499996291367
1779965538.8729935,-0.4570496122080133,-1.9166506797836997,-46.238792172062915
1779965538.8749824,-0.4658217154149308,-1.9279446023988938,-46.24276221359439
1779965538.8769715,-0.4738548017073429,-1.942756693758573,-46.24675192853158
1779965538.8789613,-0.48174074161536523,-1.9580180348483038,-46.25067803708688
1779965538.880951,-0.489561622417436,-1.97123011141651,-46.25446278575666
1779965538.8829412,-0.4970751735437152,-1.9848182326541242,-46.257957045616415
1779965538.8849316,-0.5042822868827999,-2.0001900993128694,-46.261307676097665
1779965538.886921,-0.5117812295191132,-2.01510202801333,-46.264863418032846
1779965538.8889115,-0.5190304363789624,-2.029299959083055,-46.26873434817852
1779965538.890902,-0.5259276226618715,-2.0446201611377597,-46.27268188132127
1779965538.8928926,-0.5335786370064818,-2.0600570800679896,-46.276518247137886
1779965538.8948836,-0.5410122537446495,-2.0743104661650746,-46.28025837161263
1779965538.896891,-0.54805209612488,-2.08907573511241,-46.283996937571374
1779965538.898886,-0.5562253534360495,-2.1036687298295833,-46.28767893345182
1779965538.9008796,-0.5645373622884042,-2.118354545406079,-46.291507371594925
1779965538.9028757,-0.5726740940811785,-2.135158641678199,-46.29557595667214
1779965538.9048676,-0.5813039254439657,-2.1521058265311015,-46.299717560277145
1779965538.9068618,-0.5904561307710999,-2.1663128970423577,-46.303759901102424
1779965538.908852,-0.5997393591685086,-2.1828246286975554,-46.307718225823166
1779965538.9108424,-0.6098614407675439,-2.2012093518385685,-46.31221894185411
1779965538.9129996,-0.6199234791613558,-2.2165690243296186,-46.31679068744422
1779965538.915086,-0.6303284943143971,-2.2308432773098708,-46.32100606830957
1779965538.9171085,-0.6407621563602414,-2.245792662121326,-46.32523953781218
1779965538.91909,-0.6514625722354145,-2.2595797659671035,-46.32941330756626
1779965538.9210808,-0.6622330468136164,-2.2743097268321706,-46.33344185071773
1779965538.923063,-0.6734787603871722,-2.2903824414404546,-46.337408822463836
1779965538.9250474,-0.684479510992793,-2.305708893739408,-46.34138783712069
1779965538.9270308,-0.6955157730530676,-2.3201326321581073,-46.34538818511066
1779965538.9290142,-0.7060119637152259,-2.3349347311401782,-46.34931589319297
1779965538.9309978,-0.7162770080997289,-2.349357795838983,-46.35313551829233
1779965538.9329858,-0.7266179032579674,-2.3624666765270965,-46.35680334405296
1779965538.9349706,-0.7369785494267489,-2.374489313690811,-46.360505093465996
1779965538.936956,-0.7467205432867773,-2.385592018340827,-46.36422609364978
1779965538.9389474,-0.7563424344214505,-2.396474631965993,-46.367852602810224
